名嘉佳园小区,http://nj.lianjia.com/ershoufang/103100817687.html,名嘉佳园  采光充足 视野好 户型方正,2室2厅,28106,221,78.63,中楼层/共16层,南,平层/精装,2006,,江宁,岔路口,近1号线双龙大道站
南方花园C组团,http://nj.lianjia.com/ershoufang/103100814494.html,南方花园 精装大三房 南北通透 采光好 户型方正,3室2厅,24206,310,128.07,高楼层/共6层,南 北,错层/精装,2003,,江宁,岔路口,近1号线双龙大道站
蓝筹谷,http://nj.lianjia.com/ershoufang/103100626305.html,交通便利 总价低 有装修标准两房 配套成熟,2室2厅,39052,305,78.1,中楼层/共6层,南 北,平层/精装,2009,,雨花台,铁心桥,近1号线软件大道站
亲水湾花园,http://nj.lianjia.com/ershoufang/103101037864.html,朝南挑高两居  动静分离   交通方便,2室2厅,34456,180,52.24,高楼层/共8层,南,精装,2009,,江宁,百家湖,近1号线河定桥站
广博苑,http://nj.lianjia.com/ershoufang/103100843890.html,广博苑 满5地铁口 装修好 小区舒适 生活便利,2室2厅,24260,232,95.63,低楼层/共18层,南,平层/精装,2010,,江宁,东山镇,近1号线天印大道站
武夷绿洲观竹苑,http://nj.lianjia.com/ershoufang/103101001769.html,武夷绿洲3室2厅  105平  288万,3室2厅,27206,288,105.86,中楼层/共16层,南 北,平层/简装,2007,,江宁,科学园,近1号线竹山路站
市政天元城,http://nj.lianjia.com/ershoufang/103100849307.html,市政天元城 2室2厅 270万,2室2厅,28562,270,94.53,中楼层/共6层,南 北,平层/精装,2003,,江宁,东山镇,近1号线天印大道站
君悦湖滨,http://nj.lianjia.com/ershoufang/103100988214.html,南京南站 带25平米大院子 2012年40万居家装修带地暖,2室2厅,40801,318,77.94,低楼层/共11层,南 北,平层/精装,2009,,雨花台,宁南,近1号线花神庙站
金王府,http://nj.lianjia.com/ershoufang/103101075291.html,金王府 3室2厅 315万,3室2厅,31892,315,98.77,中楼层/共11层,南 北,其他,2011,,江宁,百家湖,近1号线胜太路站
鑫都公寓,http://nj.lianjia.com/ershoufang/103100886870.html,采光好，生活配套好，出行比较方便,2室2厅,25752,197,76.5,高楼层/共5层,南 北,平层/简装,2002,,江宁,百家湖,近1号线胜太路站
金蕊家苑,http://nj.lianjia.com/ershoufang/103100822951.html,毛坯两房 可改造性强 交通便利 配套齐,2室2厅,28420,263,92.54,中楼层/共11层,南 北,平层/毛坯,2007,,雨花台,安德门,近1号线安德门站
翠岛花城柳丝苑,http://nj.lianjia.com/ershoufang/103100660567.html,经典三房 楼层好 户型方正 南北通透 精装修 ,3室1厅,34503,410,118.83,低楼层/共10层,南 北,平层/精装,2004,,雨花台,宁南,近1号线花神庙站
亚东国际公寓,http://nj.lianjia.com/ershoufang/103100920729.html,亚东国际公寓 2室2厅 330万,2室2厅,34854,330,94.68,中楼层/共28层,南 北,平层/精装,2009,,雨花台,能仁里,近1号线中华门站
竹山雅居,http://nj.lianjia.com/ershoufang/103100631823.html,竹山雅居方正两房 地铁 竹小竹中 ,3室1厅,26602,220,82.7,高楼层/共6层,南 北,平层/精装,2002,,江宁,东山镇,近1号线竹山路站
凯润金城,http://nj.lianjia.com/ershoufang/103101106864.html,满五唯一，交通便利，精装修，业主很诚心卖,2室1厅,36849,370,100.41,中楼层/共14层,东 西,精装,2011,,玄武,长江路,近1号线珠江路站
红山机电花园,http://nj.lianjia.com/ershoufang/103100815224.html,玄武红山迈皋桥 机电花园  2室1厅  交通便利 中低楼层,2室2厅,29956,254,84.79,中楼层/共5层,南 北,平层/精装,2004,,玄武,红山,近1号线迈皋桥站
金王府,http://nj.lianjia.com/ershoufang/103100753325.html,满五年    ，精装修，业主诚心出售,2室1厅,32725,226,69.06,中楼层/共6层,南 北,平层/精装,2005,,江宁,百家湖,近1号线胜太路站
